id,student_id,course_id,grade,semester,year
,73011051,BUS422,B,Spring,2011
,73011051,MSJ301,A,Spring,2011
,73011051,MSJ316,A-,Spring,2011
,73011052,BUS201,F,Spring,2011
,73011052,BUS207,C,Spring,2011
,73011052,BUS208,B+,Spring,2011
,73011052,BUS209,B-,Spring,2011
,73011053,BUS307,C+,Spring,2011
,73011053,BUS311,C+,Spring,2011
,73011053,BUS402,D,Spring,2011
,73011053,BUS425,B,Spring,2011
,73011054,BUS402,A-,Spring,2011
,73011054,BUS422,A-,Spring,2011
,73011054,GED222,A+,Spring,2011
,73011054,MSJ301,B+,Spring,2011
,73011059,BUS205,B,Spring,2011
,73011059,BUS307,B,Spring,2011
,73011059,BUS314,D,Spring,2011
,73011059,BUS451,B+,Spring,2011
,73011060,BUS307,B+,Spring,2011
,73011060,BUS402,B,Spring,2011
,73011060,BUS425,B+,Spring,2011
,73011060,MSJ302,A,Spring,2011
,73011063,BUS402,B,Spring,2011
,73011063,BUS422,B+,Spring,2011
,73011063,GED222,A-,Spring,2011
,73011063,MSJ301,B,Spring,2011
,73011064,BUS307,B,Spring,2011
,73011064,BUS402,B+,Spring,2011
,73011064,BUS425,B+,Spring,2011
,73011064,CSE303,B,Spring,2011
,73011067,BUS307,B+,Spring,2011
,73011067,BUS402,A-,Spring,2011
,73011067,BUS425,A-,Spring,2011
,73011067,CSE416,B,Spring,2011
,73011069,BUS307,B,Spring,2011
,73011069,BUS308,B,Spring,2011
,73011069,BUS443,B,Spring,2011
,73011069,BUS475,A-,Spring,2011
,73011070,BUS204,A,Spring,2011
,73011070,BUS205,B+,Spring,2011
,73011070,BUS206,A-,Spring,2011
,73011076,BUS443,B,Spring,2011
,73011076,BUS475,B,Spring,2011
,73011076,ENG103,B-,Spring,2011
,73011076,GED228,B,Spring,2011
,73011077,BUS307,B-,Spring,2011
,73011077,BUS402,B,Spring,2011
,73011077,BUS425,A-,Spring,2011
,73011077,ENG103,B-,Spring,2011
,73011077,MSJ430,A-,Spring,2011
,73011078,BUS307,B,Spring,2011
,73011078,BUS443,B+,Spring,2011
,73011078,BUS475,A-,Spring,2011
,73011078,MSJ430,B+,Spring,2011
,73011079,BUS307,B+,Spring,2011
,73011079,BUS402,B+,Spring,2011
,73011079,MSJ302,A+,Spring,2011
,73011080,BUS307,B+,Spring,2011
,73011080,BUS402,A,Spring,2011
,73011080,MSJ302,A,Spring,2011
,73011081,BUS101,C+,Spring,2011
,73011081,BUS307,B,Spring,2011
,73011081,BUS402,B+,Spring,2011
,73011081,BUS425,B+,Spring,2011
,73011081,MSJ430,B+,Spring,2011
,73011083,BUS103,C,Spring,2011
,73011083,BUS301,C+,Spring,2011
,73011083,BUS304,B-,Spring,2011
,73011083,GED205,B-,Spring,2011
,73011085,BUS471,B+,Spring,2011
,73011085,BUS499,A-,Spring,2011
,73011086,BUS402,A-,Spring,2011
,73011086,BUS425,A,Spring,2011
,73011086,BUS499,B+,Spring,2011
,73011086,CSE427,A-,Spring,2011
,73012002,ENG103,A,Spring,2011
,73012002,GED338,A-,Spring,2011
,73012002,MSJ213,A-,Spring,2011
,73012002,MSJ401,B,Spring,2011
,73012003,BUS304,B,Spring,2011
,73012003,GED338,A-,Spring,2011
,73012003,MSJ401,B+,Spring,2011
,73012003,MSJ430,A+,Spring,2011
,73012005,BUS206,B-,Spring,2011
,73012005,BUS209,B-,Spring,2011
,73012005,MSJ306,D,Spring,2011
,73012005,MSJ307,C+,Spring,2011
,73012006,BUS209,C,Spring,2011
,73012006,MSJ213,B,Spring,2011
,73012006,MSJ306,B-,Spring,2011
,73012006,MSJ430,B,Spring,2011
,73012007,BUS206,W,Spring,2011
,73012007,BUS301,W,Spring,2011
,73012007,MSJ318,W,Spring,2011
,73012009,BUS209,B-,Spring,2011
,73012009,MSJ305,C,Spring,2011
,73012009,MSJ306,C+,Spring,2011
,73012009,MSJ318,B,Spring,2011
,73012010,GED208,C+,Spring,2011
,73012010,MSJ498,A,Spring,2011
,73012010,MSJ499,A,Spring,2011
,73012011,BUS209,C,Spring,2011
,73012011,MSJ213,C+,Spring,2011
,73012011,MSJ302,B,Spring,2011
,73012011,MSJ430,A,Spring,2011
,73012012,MSJ213,C+,Spring,2011
,73012012,MSJ430,B+,Spring,2011
,73012012,MSJ431,A,Spring,2011
,73012014,BUS206,A-,Spring,2011
,73012014,BUS301,B+,Spring,2011
,73012014,MSJ316,B+,Spring,2011
,73012016,BUS301,A,Spring,2011
,73012016,GED208,A,Spring,2011
,73012016,MSJ342,A,Spring,2011
,73012016,MSJ401,A,Spring,2011
,73012018,BUS301,A,Spring,2011
,73012019,BUS208,A,Spring,2011
,73012019,BUS209,B+,Spring,2011
,73012019,MSJ222,A,Spring,2011
,73012019,MSJ305,A,Spring,2011
,73012019,MSJ320,A-,Spring,2011
,73012022,BUS209,D,Spring,2011
,73012022,BUS304,C+,Spring,2011
,73012022,GED338,B-,Spring,2011
,73012022,MSJ430,A-,Spring,2011
,73012024,BUS209,C+,Spring,2011
,73012024,BUS304,C+,Spring,2011
,73012024,GED338,B,Spring,2011
,73012024,MSJ430,B-,Spring,2011
,73012025,ENG103,B,Spring,2011
,73012025,MSJ498,A,Spring,2011
,73012025,MSJ499,A,Spring,2011
,73013001,ENG308,A-,Spring,2011
,73013001,ENG309,B,Spring,2011
,73013001,ENG341,B+,Spring,2011
,73013001,ENG342,A,Spring,2011
,73013002,ENG209,A-,Spring,2011
,73013002,ENG333,B,Spring,2011
,73013002,ENG334,A-,Spring,2011
,73013002,GED206,A,Spring,2011
,73013003,BUS102,A-,Spring,2011
,73013003,ENG341,B+,Spring,2011
,73013003,ENG342,B+,Spring,2011
,73013006,ENG209,A,Spring,2011
,73013006,ENG333,A-,Spring,2011
,73013006,ENG334,A,Spring,2011
,73013006,GED206,A,Spring,2011
,73013010,ENG205,A+,Spring,2011
,73013010,ENG206,A,Spring,2011
,73013011,ENG206,C+,Spring,2011
,73013011,ENG379,C+,Spring,2011
,73013011,ENG417,C,Spring,2011
,73013013,ENG341,B,Spring,2011
,73013013,ENG342,A-,Spring,2011
,73013013,MSJ401,B,Spring,2011
,73015001,CSE427,B,Spring,2011
,73015001,ETE499,A,Spring,2011
,73015006,CSE203,B,Spring,2011
,73015006,CSE416,C+,Spring,2011
,73015006,CSE429,A-,Spring,2011
,73015006,CSE480,B-,Spring,2011
,73015006,ETE317,B-,Spring,2011
,73015006,ETE318,B+,Spring,2011
,73015007,CSE203,C,Spring,2011
,73015007,CSE416,D,Spring,2011
,73015007,CSE480,B-,Spring,2011
,73015007,ETE101,B,Spring,2011
,73015007,ETE102,B+,Spring,2011
,73015007,ETE317,B,Spring,2011
,73015007,ETE318,B+,Spring,2011
,73015008,CSE412,A-,Spring,2011
,73015008,CSE413,B+,Spring,2011
,73015008,CSE416,B,Spring,2011
,73015008,CSE429,B-,Spring,2011
,73015008,CSE480,A,Spring,2011
,73015008,ETE317,B,Spring,2011
,73015008,ETE318,B+,Spring,2011
,73015010,CSE427,B-,Spring,2011
,73015010,ETE499,A,Spring,2011
,73015013,CSE427,B-,Spring,2011
,73015013,ETE499,B,Spring,2011
,73015014,CSE427,A,Spring,2011
,73015014,CSE429,A,Spring,2011
,73015014,ETE313,B+,Spring,2011
,73015014,ETE431,A-,Spring,2011
,73015014,ETE454,B,Spring,2011
,73015015,CSE403,A,Spring,2011
,73015015,CSE427,C+,Spring,2011
,73015015,CSE429,B+,Spring,2011
,73015015,ETE313,B-,Spring,2011
,73015015,ETE467,D,Spring,2011
,73015016,CSE410,A-,Spring,2011
,73015016,ETE313,D,Spring,2011
,73015016,ETE463,C+,Spring,2011
,73015016,ETE464,B-,Spring,2011
,73015016,MSJ301,A-,Spring,2011
,73015017,CSE309,B,Spring,2011
,73015017,CSE310,B,Spring,2011
,73015017,ETE204,C+,Spring,2011
,73015017,ETE311,D,Spring,2011
,73015017,ETE312,D,Spring,2011
,73015017,ETE454,C+,Spring,2011
,73015017,ETE463,B-,Spring,2011
,73015017,ETE464,A-,Spring,2011
,73015018,CSE427,B-,Spring,2011
,73015018,ETE499,A-,Spring,2011
,73015019,CSE410,A,Spring,2011
,73015019,CSE427,B-,Spring,2011
,73015019,ETE313,B-,Spring,2011
,73015019,ETE431,B+,Spring,2011
,73015019,ETE467,F,Spring,2011
,73015019,ETE468,B-,Spring,2011
,73015021,CSE303,F,Spring,2011
,73015021,CSE307,B+,Spring,2011
,73015021,CSE308,B+,Spring,2011
,73015021,CSE427,C,Spring,2011
,73015021,CSE429,B,Spring,2011
,73015021,ETE313,B-,Spring,2011
,73015022,CSE412,B,Spring,2011
,73015022,CSE413,B,Spring,2011
,73015022,CSE416,C,Spring,2011
,73015022,CSE429,A,Spring,2011
,73015022,CSE480,B,Spring,2011
,73015022,ETE317,B,Spring,2011
,73015022,ETE318,B+,Spring,2011
,73015023,CSE303,D,Spring,2011
,73015023,CSE427,C,Spring,2011
,73015023,CSE429,B-,Spring,2011
,73015023,ETE313,B-,Spring,2011
,73015026,CSE427,B,Spring,2011
,73015026,CSE429,A,Spring,2011
,73015026,ETE313,B+,Spring,2011
,73015026,ETE431,B+,Spring,2011
,73015026,MAT203,B,Spring,2011
,73015027,CSE410,B+,Spring,2011
,73015027,CSE429,A,Spring,2011
,73015027,ETE208,B,Spring,2011
,73015027,ETE209,B+,Spring,2011
,73015027,ETE454,C+,Spring,2011
,73015027,ETE467,D,Spring,2011
,73015027,ETE468,B,Spring,2011
,81011001,BUS308,B+,Spring,2011
,81011001,BUS422,A-,Spring,2011
,81011001,CSE103,F,Spring,2011
,81011001,CSE104,F,Spring,2011
,81011001,CSE303,W,Spring,2011
,81011002,BUS402,B+,Spring,2011
,81011002,BUS422,A-,Spring,2011
,81011002,MSJ318,B,Spring,2011
,81011002,MSJ431,A-,Spring,2011
,81011003,BUS402,B+,Spring,2011
,81011003,BUS422,B,Spring,2011
,81011003,GED227,C,Spring,2011
,81011003,GED338,B+,Spring,2011
,81011004,BUS402,C+,Spring,2011
,81011004,BUS422,B,Spring,2011
,81011004,GED228,B,Spring,2011
,81011004,GED302,D,Spring,2011
,81011005,BUS443,A-,Spring,2011
,81011005,BUS475,A,Spring,2011
,81011005,CSE403,B+,Spring,2011
,81011006,BUS443,A-,Spring,2011
,81011006,BUS475,A,Spring,2011
,81011006,CSE403,B,Spring,2011
,81011007,BUS443,A-,Spring,2011
,81011007,BUS475,B,Spring,2011
,81011007,MSJ342,B+,Spring,2011
,81011007,MSJ401,B+,Spring,2011
,81011008,BUS402,C,Spring,2011
,81011008,BUS422,B,Spring,2011
,81011008,CSE416,C+,Spring,2011
,81011008,CSE480,C,Spring,2011
,81011009,BUS443,A-,Spring,2011
,81011009,BUS475,A,Spring,2011
,81011009,GED228,B-,Spring,2011
,81011010,BUS443,B+,Spring,2011
,81011010,BUS475,B+,Spring,2011
,81011010,CSE403,A-,Spring,2011
,81011011,BUS201,B-,Spring,2011
,81011011,BUS202,B+,Spring,2011
,81011011,BUS203,B,Spring,2011
,81011011,GED201,D,Spring,2011
,81011015,BUS208,A-,Spring,2011
,81011015,BUS451,C+,Spring,2011
,81011015,MSJ411,C+,Spring,2011
,81011015,MSJ430,A,Spring,2011
,81011016,BUS402,B+,Spring,2011
,81011016,MSJ318,B-,Spring,2011
,81011016,MSJ431,A-,Spring,2011
,81011017,BUS304,B-,Spring,2011
,81011017,BUS305,C,Spring,2011
,81011017,BUS306,C+,Spring,2011
,81011017,BUS451,C+,Spring,2011
,81011018,BUS208,C,Spring,2011
,81011018,BUS308,B+,Spring,2011
,81011018,BUS451,B+,Spring,2011
,81011018,CSE427,C+,Spring,2011
,81011020,BUS402,B,Spring,2011
,81011020,BUS422,B-,Spring,2011
,81011020,BUS451,B-,Spring,2011
,81011020,GED208,C,Spring,2011
,81011021,BUS316,B+,Spring,2011
,81011021,BUS443,B+,Spring,2011
,81011021,BUS475,A-,Spring,2011
,81011021,GED221,B+,Spring,2011
,81011021,GED302,B,Spring,2011
,81011024,BUS314,B+,Spring,2011
,81011024,BUS402,A-,Spring,2011
,81011024,BUS425,A-,Spring,2011
,81011024,GED206,B+,Spring,2011
,81011024,GED228,B,Spring,2011
,81011026,BUS402,W,Spring,2011
,81011026,BUS422,B,Spring,2011
,81011026,CSE103,B+,Spring,2011
,81011026,CSE104,B,Spring,2011
,81011026,CSE303,D,Spring,2011
,81011029,BUS103,C+,Spring,2011
,81011029,BUS201,C+,Spring,2011
,81011029,BUS202,A-,Spring,2011
,81011029,GED201,C,Spring,2011
,81011030,BUS402,B,Spring,2011
,81011030,BUS422,B-,Spring,2011
,81011030,MSJ430,C+,Spring,2011
,81011030,MSJ431,A,Spring,2011
,81011031,BUS443,A,Spring,2011
,81011031,BUS475,A,Spring,2011
,81011031,GED302,A,Spring,2011
,81011031,GED357,A-,Spring,2011
,81011034,BUS443,A,Spring,2011
,81011034,BUS475,A,Spring,2011
,81011034,GED302,A-,Spring,2011
,81011034,GED357,A-,Spring,2011
,81011036,BUS402,B,Spring,2011
,81011036,BUS422,A-,Spring,2011
,81011036,GED222,A+,Spring,2011
,81011036,GED228,B,Spring,2011
,81011036,MSJ301,B,Spring,2011
,81011039,BUS307,B+,Spring,2011
,81011039,BUS402,A-,Spring,2011
,81011039,BUS425,A,Spring,2011
,81011039,GED208,B+,Spring,2011
,81011042,BUS307,A-,Spring,2011
,81011042,BUS402,B+,Spring,2011
,81011042,GED338,A-,Spring,2011
,81011043,BUS307,B+,Spring,2011
,81011043,BUS402,W,Spring,2011
,81011043,CSE103,A,Spring,2011
,81011043,CSE104,A,Spring,2011
,81011043,CSE303,A-,Spring,2011
,81011044,BUS208,C+,Spring,2011
,81011044,BUS402,A-,Spring,2011
,81011044,BUS422,B+,Spring,2011
,81011044,GED227,B-,Spring,2011
,81011047,BUS304,C+,Spring,2011
,81011047,BUS305,F,Spring,2011
,81011047,BUS306,A,Spring,2011
,81011047,BUS402,B,Spring,2011
,81011048,BUS306,A-,Spring,2011
,81011048,BUS443,B+,Spring,2011
,81011048,BUS475,A-,Spring,2011
,81011048,GED228,B+,Spring,2011
,81011049,BUS443,B,Spring,2011
,81011049,BUS471,B+,Spring,2011
,81011049,BUS475,A,Spring,2011
,81011049,GED221,B,Spring,2011
,81011049,GED302,C,Spring,2011
,81011050,BUS402,B+,Spring,2011
,81011050,BUS422,B,Spring,2011
,81011050,GED228,B,Spring,2011
,81011050,GED302,A-,Spring,2011
,81011051,BUS402,A-,Spring,2011
,81011051,BUS422,B+,Spring,2011
,81011051,GED227,C,Spring,2011
,81011051,GED338,B+,Spring,2011
,81011052,BUS443,A,Spring,2011
,81011052,BUS475,B+,Spring,2011
,81011052,CSE403,B,Spring,2011
,81011052,MSJ401,B-,Spring,2011
,81011053,BUS499,B+,Spring,2011
,81011053,GED227,C+,Spring,2011
,81011054,BUS305,F,Spring,2011
,81011054,BUS306,B,Spring,2011
,81011054,BUS316,B,Spring,2011
,81011054,GED227,C,Spring,2011
,81011055,BUS204,F,Spring,2011
,81011055,BUS208,F,Spring,2011
,81011055,BUS301,D,Spring,2011
,81011055,BUS305,W,Spring,2011
,81011056,BUS443,A-,Spring,2011
,81011056,BUS475,A-,Spring,2011
,81011056,CSE403,B+,Spring,2011
,81011056,GED228,B-,Spring,2011
,81011056,GED302,B-,Spring,2011
,81011057,BUS402,W,Spring,2011
,81011057,BUS422,B-,Spring,2011
,81011057,CSE103,B,Spring,2011
,81011057,CSE104,B,Spring,2011
,81011057,CSE303,B,Spring,2011
,81011058,BUS443,B+,Spring,2011
,81011058,BUS475,B,Spring,2011
,81011058,GED302,C+,Spring,2011
,81011058,MSJ401,C,Spring,2011
,81011059,BUS443,B+,Spring,2011
,81011059,BUS475,B,Spring,2011
,81011059,MSJ301,A-,Spring,2011
,81011059,MSJ316,A-,Spring,2011
,81011060,BUS306,B+,Spring,2011
,81011060,BUS443,B-,Spring,2011
,81011060,BUS475,A-,Spring,2011
,81011060,GED228,C,Spring,2011
,81011061,BUS443,A-,Spring,2011
,81011061,BUS475,B+,Spring,2011
,81011061,GED302,B-,Spring,2011
,81011062,BUS402,B+,Spring,2011
,81011062,BUS422,A-,Spring,2011
,81011062,CSE103,A-,Spring,2011
,81011062,CSE104,A-,Spring,2011
,81011062,CSE427,B,Spring,2011
,81011063,BUS402,B,Spring,2011
,81011063,BUS422,B+,Spring,2011
,81011063,GED302,B,Spring,2011
,81011063,GED338,A,Spring,2011
,81011065,BUS402,B-,Spring,2011
,81011065,BUS422,B-,Spring,2011
,81011065,CSE103,B+,Spring,2011
,81011065,CSE104,B+,Spring,2011
,81011065,CSE480,C+,Spring,2011
,81011066,BUS304,B-,Spring,2011
,81011066,BUS305,B-,Spring,2011
,81011066,BUS306,B,Spring,2011
,81011066,BUS451,B,Spring,2011
,81011067,BUS402,A-,Spring,2011
,81011067,BUS422,A-,Spring,2011
,81011067,GED222,A+,Spring,2011
,81011067,GED228,A-,Spring,2011
,81011069,BUS308,B+,Spring,2011
,81011069,BUS402,A,Spring,2011
,81011069,BUS422,A,Spring,2011
,81011069,CSE480,C,Spring,2011
,81011070,BUS306,B,Spring,2011
,81011070,BUS443,B,Spring,2011
,81011070,BUS475,B+,Spring,2011
,81011070,CSE103,B,Spring,2011
,81011070,CSE104,B,Spring,2011
,81011072,BUS307,B,Spring,2011
,81011072,BUS402,A-,Spring,2011
,81011072,BUS425,A,Spring,2011
,81011072,CSE416,A-,Spring,2011
,81011074,BUS308,A-,Spring,2011
,81011074,BUS402,C+,Spring,2011
,81011074,BUS422,B-,Spring,2011
,81011074,CSE103,B-,Spring,2011
,81011074,CSE104,B-,Spring,2011
,81011075,BUS443,B+,Spring,2011
,81011075,BUS475,A-,Spring,2011
,81011075,GED228,B,Spring,2011
,81011075,GED302,C,Spring,2011
,81011076,BUS304,B-,Spring,2011
,81011076,BUS305,F,Spring,2011
,81011076,BUS306,C+,Spring,2011
,81011076,BUS451,B-,Spring,2011
,81011078,BUS443,A-,Spring,2011
,81011078,BUS475,A-,Spring,2011
,81011078,GED302,B+,Spring,2011
,81011079,BUS443,A-,Spring,2011
,81011079,BUS475,A-,Spring,2011
,81011079,GED302,A-,Spring,2011
,81011081,BUS402,A,Spring,2011
,81011081,BUS422,A,Spring,2011
,81011081,GED302,A-,Spring,2011
,81011081,GED338,A-,Spring,2011
,81011082,BUS443,A-,Spring,2011
,81011082,BUS471,A-,Spring,2011
,81011082,BUS475,A-,Spring,2011
,81011082,GED221,B+,Spring,2011
,81011082,GED357,B+,Spring,2011
,81011083,BUS451,C+,Spring,2011
,81011083,MSJ301,A-,Spring,2011
,81011083,MSJ342,B+,Spring,2011
,81011083,MSJ401,B+,Spring,2011
,81011083,MSJ430,A-,Spring,2011
,81011085,BUS307,B+,Spring,2011
,81011085,BUS402,B,Spring,2011
,81011085,CSE303,D,Spring,2011
,81011085,CSE480,C+,Spring,2011
,81011085,GED302,B+,Spring,2011
,81011089,BUS402,B,Spring,2011
,81011089,BUS422,B,Spring,2011
,81011089,CSE403,B,Spring,2011
,81011089,GED228,B,Spring,2011
,81011090,BUS308,A-,Spring,2011
,81011090,BUS451,B-,Spring,2011
,81011090,GED222,F,Spring,2011
,81011090,GED338,B-,Spring,2011
,81011091,BUS443,A,Spring,2011
,81011091,BUS475,A-,Spring,2011
,81011091,CSE416,C,Spring,2011
,81011091,CSE480,C,Spring,2011
,81011095,BUS443,A-,Spring,2011
,81011095,BUS475,A-,Spring,2011
,81011095,CSE403,B,Spring,2011
,81011095,CSE480,D,Spring,2011
,81011096,BUS443,A,Spring,2011
,81011096,BUS475,A-,Spring,2011
,81011096,CSE403,B-,Spring,2011
,81011096,GED222,A,Spring,2011
,81011097,BUS443,B+,Spring,2011
,81011097,BUS471,B+,Spring,2011
,81011097,BUS475,B-,Spring,2011
,81011097,MSJ342,B-,Spring,2011
,81011097,MSJ401,B-,Spring,2011
,81011098,BUS102,C,Spring,2011
,81011098,BUS103,C,Spring,2011
,81011098,ENG102,F,Spring,2011
,81011099,BUS402,A-,Spring,2011
,81011099,BUS422,A-,Spring,2011
,81011099,GED227,B+,Spring,2011
,81011099,GED338,B+,Spring,2011
,81011101,BUS402,B,Spring,2011
,81011101,BUS422,C+,Spring,2011
,81011101,GED227,B-,Spring,2011
,81011101,GED228,B+,Spring,2011
,81011104,BUS307,B,Spring,2011
,81011104,BUS308,B,Spring,2011
,81011104,BUS402,B-,Spring,2011
,81011104,BUS422,C+,Spring,2011
,81011104,GED227,B-,Spring,2011
,81011106,BUS302,B-,Spring,2011
,81011106,BUS471,B+,Spring,2011
,81011106,CSE403,B+,Spring,2011
,81012001,BUS101,A,Spring,2011
,81012001,MSJ305,A-,Spring,2011
,81012001,MSJ406,B,Spring,2011
,81012001,MSJ411,B+,Spring,2011
,81012002,BUS101,A-,Spring,2011
,81012002,MSJ305,A-,Spring,2011
,81012002,MSJ306,B+,Spring,2011
,81012002,MSJ342,A,Spring,2011
,81012002,MSJ401,A,Spring,2011
,81012003,MSJ305,A-,Spring,2011
,81012003,MSJ306,B,Spring,2011
,81012003,MSJ342,A,Spring,2011
,81012003,MSJ401,A,Spring,2011
,81012003,MSJ430,A+,Spring,2011
,81012004,GED201,F,Spring,2011
,81012004,MSJ231,C+,Spring,2011
,81012004,MSJ302,B+,Spring,2011
,81012004,MSJ430,A-,Spring,2011
,81012014,BUS203,F,Spring,2011
,81012014,MSJ305,A,Spring,2011
,81012014,MSJ307,A,Spring,2011
,81012014,MSJ342,A,Spring,2011
,81012014,MSJ401,A,Spring,2011
,81012015,BUS301,C,Spring,2011
,81012015,MSJ302,F,Spring,2011
,81012015,MSJ411,A-,Spring,2011
,81012015,MSJ430,B+,Spring,2011
,81012017,BUS102,F,Spring,2011
,81012017,MSJ222,F,Spring,2011
,81012017,MSJ306,I,Spring,2011
,81012017,MSJ342,B-,Spring,2011
,81012017,MSJ401,B-,Spring,2011
,81012018,BUS101,A-,Spring,2011
,81012018,BUS209,A-,Spring,2011
,81012018,MSJ411,A,Spring,2011
,81012020,BUS101,C,Spring,2011
,81012020,GED208,F,Spring,2011
,81012020,MSJ302,A-,Spring,2011
,81012020,MSJ430,A-,Spring,2011
,81012023,GED211,B,Spring,2011
,81012023,MSJ307,B-,Spring,2011
,81012023,MSJ342,B-,Spring,2011
,81012023,MSJ401,B-,Spring,2011
,81012023,MSJ441,C+,Spring,2011
,81012024,BUS101,B,Spring,2011
,81012024,BUS209,B-,Spring,2011
,81012024,MSJ406,C+,Spring,2011
,81012024,MSJ411,B-,Spring,2011
,81012026,MSJ231,B,Spring,2011
,81012026,MSJ305,C,Spring,2011
,81012026,MSJ342,B,Spring,2011
,81012026,MSJ401,B,Spring,2011
,81012026,MSJ431,A,Spring,2011
,81012027,MSJ103,B,Spring,2011
,81012027,MSJ213,B,Spring,2011
,81012027,MSJ431,A-,Spring,2011
,81012028,BUS209,A-,Spring,2011
,81012028,MSJ301,B,Spring,2011
,81012028,MSJ316,D,Spring,2011
,81012028,MSJ401,C+,Spring,2011
,81013001,ENG209,B,Spring,2011
,81013001,ENG308,B-,Spring,2011
,81013001,ENG341,B+,Spring,2011
,81013001,ENG342,B+,Spring,2011
,81013003,ENG333,B-,Spring,2011
,81013003,ENG404,A-,Spring,2011
,81013003,GED222,A+,Spring,2011
,81013003,GED228,B+,Spring,2011
,81013004,ENG308,B,Spring,2011
,81013004,ENG341,B,Spring,2011
,81013004,ENG342,A-,Spring,2011
,81013004,GED221,B,Spring,2011
,81013006,ENG308,C,Spring,2011
,81013006,ENG341,B,Spring,2011
,81013006,ENG342,B+,Spring,2011
,81013006,GED221,B+,Spring,2011
,81013008,ENG341,B+,Spring,2011
,81013008,ENG342,B+,Spring,2011
,81013008,ENG404,A,Spring,2011
,81013008,GED221,A-,Spring,2011
,81013009,ENG205,A-,Spring,2011
,81013009,ENG341,B,Spring,2011
,81013009,ENG342,C+,Spring,2011
,81013009,GED222,A,Spring,2011
,81013010,ENG114,F,Spring,2011
,81013010,ENG206,F,Spring,2011
,81013010,GED222,B+,Spring,2011
,81013012,ENG333,B+,Spring,2011
,81013012,ENG334,A,Spring,2011
,81013012,ENG404,A+,Spring,2011
,81013012,GED221,A-,Spring,2011
,81015001,CSE307,B+,Spring,2011
,81015001,CSE308,B+,Spring,2011
,81015001,CSE429,A,Spring,2011
,81015001,ETE313,C,Spring,2011
,81015001,ETE454,C+,Spring,2011
,81015001,ETE467,B-,Spring,2011
,81015001,ETE468,B-,Spring,2011
,81015002,ENG103,A,Spring,2011
,81015002,ETE315,A,Spring,2011
,81015002,ETE316,A-,Spring,2011
,81015002,ETE431,A,Spring,2011
,81015002,ETE445,A,Spring,2011
,81015002,ETE446,A-,Spring,2011
,81015002,ETE467,A,Spring,2011
,81015002,ETE468,A,Spring,2011
,81015003,CSE429,B,Spring,2011
,81015003,ETE313,C,Spring,2011
,81015003,ETE454,F,Spring,2011
,81015003,ETE463,B,Spring,2011
,81015003,ETE464,B-,Spring,2011
,81015005,CSE416,B+,Spring,2011
,81015005,CSE429,B+,Spring,2011
,81015005,CSE480,A,Spring,2011
,81015005,ETE317,B-,Spring,2011
,81015005,ETE318,C+,Spring,2011
,81015005,ETE454,B,Spring,2011
,81015006,CSE203,D,Spring,2011
,81015006,ETE315,C,Spring,2011
,81015006,ETE316,B,Spring,2011
,81015006,MAT201,B-,Spring,2011
,81015008,CSE307,D,Spring,2011
,81015008,CSE308,F,Spring,2011
,81015008,CSE309,B-,Spring,2011
,81015008,CSE310,B-,Spring,2011
,81015008,ETE311,F,Spring,2011
,81015008,ETE312,F,Spring,2011
,81015008,STA206,B+,Spring,2011
,81015009,CSE307,A-,Spring,2011
,81015009,CSE308,B+,Spring,2011
,81015009,ETE415,B+,Spring,2011
,81015009,ETE416,A,Spring,2011
,81015009,ETE445,B+,Spring,2011
,81015009,ETE446,A-,Spring,2011
,81015009,ETE467,A-,Spring,2011
,81015009,ETE468,B-,Spring,2011
,81015011,CSE410,B+,Spring,2011
,81015011,CSE429,B+,Spring,2011
,81015011,ETE317,B-,Spring,2011
,81015011,ETE318,B,Spring,2011
,81015011,ETE454,C+,Spring,2011
,81015011,ETE467,B,Spring,2011
,81015011,ETE468,A+,Spring,2011
,81015012,BUS209,B-,Spring,2011
,81015012,CSE203,B-,Spring,2011
,81015012,ETE310,B+,Spring,2011
,81015012,ETE317,C,Spring,2011
,81015012,ETE318,C+,Spring,2011
,81015013,CSE307,C,Spring,2011
,81015013,CSE308,F,Spring,2011
,81015013,ETE310,C,Spring,2011
,81015013,ETE415,B+,Spring,2011
,81015013,ETE416,A,Spring,2011
,81015013,GED211,A,Spring,2011
,81015014,CSE410,A,Spring,2011
,81015014,CSE429,A-,Spring,2011
,81015014,ETE454,A-,Spring,2011
,81015014,ETE467,A-,Spring,2011
,81015014,ETE468,A-,Spring,2011
,81015018,ETE204,C+,Spring,2011
,81015018,ETE415,C+,Spring,2011
,81015018,ETE416,A,Spring,2011
,81015018,ETE431,B+,Spring,2011
,81015018,ETE445,B+,Spring,2011
,81015018,ETE446,A-,Spring,2011
,81015018,ETE467,B-,Spring,2011
,81015018,ETE468,A-,Spring,2011
,81015019,CSE410,B+,Spring,2011
,81015019,CSE429,B+,Spring,2011
,81015019,ETE454,D,Spring,2011
,81015019,ETE467,A-,Spring,2011
,81015019,ETE468,A-,Spring,2011
,81015021,CSE410,B+,Spring,2011
,81015021,CSE429,A-,Spring,2011
,81015021,ETE204,C+,Spring,2011
,81015021,ETE205,B-,Spring,2011
,81015021,ETE454,F,Spring,2011
,81015021,ETE467,C+,Spring,2011
,81015021,ETE468,A-,Spring,2011
,81015022,CSE203,B-,Spring,2011
,81015022,CSE429,A-,Spring,2011
,81015022,CSE480,I,Spring,2011
